Age,Gender,Race,Prior_Offenses,Risk_Score,re-offend,Employment_Status,Location,Family_Background
62,1,1,4,1,0,Unemployed,Urban,Criminal Background
50,1,2,0,0.444260755,0,Part-Time,Rural,No Criminal Background
44,0,0,0,0.291414748,0,Student,Rural,No Criminal Background
62,0,0,4,1,0,Student,Rural,Criminal Background
21,0,1,4,0.484366395,0,Unemployed,Rural,No Criminal Background
39,0,0,1,0.373901487,0,Student,Rural,No Criminal Background
43,0,2,1,1,1,Student,Urban,Criminal Background
49,1,3,0,0.140623868,1,Part-Time,Rural,No Criminal Background
41,1,1,2,0.912640786,1,Employed,Urban,No Criminal Background
63,0,0,1,1,1,Employed,Rural,Criminal Background
52,1,1,1,0.644861693,0,Part-Time,Rural,Criminal Background
54,0,0,2,0.002773938,0,Part-Time,Urban,Criminal Background
49,1,3,2,0.375058944,1,Student,Urban,No Criminal Background
24,1,1,4,0.14057693,0,Part-Time,Rural,No Criminal Background
50,0,0,1,0.480696748,1,Student,Rural,Criminal Background
48,0,3,3,0.91248091,0,Employed,Rural,Criminal Background
29,0,2,3,0.482582704,0,Part-Time,Urban,No Criminal Background
28,1,0,0,0.431925121,0,Student,Urban,Criminal Background
41,0,3,1,0.70740103,1,Employed,Rural,No Criminal Background
25,0,3,3,0.639859643,1,Employed,Urban,No Criminal Background
49,0,1,1,1,1,Unemployed,Rural,Criminal Background
55,0,0,1,0.339190983,0,Employed,Urban,No Criminal Background
39,0,2,3,0.94903031,0,Part-Time,Rural,Criminal Background
51,0,0,1,0.65365348,0,Part-Time,Rural,No Criminal Background
36,1,3,2,0.315556027,1,Student,Rural,No Criminal Background
69,1,2,0,0.324638648,0,Part-Time,Urban,No Criminal Background
37,1,3,4,0.417113832,0,Employed,Rural,Criminal Background
31,1,1,3,0.784593486,0,Student,Rural,No Criminal Background
50,0,0,4,0.253892904,0,Employed,Urban,No Criminal Background
27,0,3,0,1,0,Unemployed,Urban,Criminal Background
33,1,3,2,0.603658213,0,Student,Rural,Criminal Background
21,1,0,2,1,0,Unemployed,Rural,No Criminal Background
44,1,2,2,0.048724577,1,Student,Rural,Criminal Background
45,0,3,2,0.395716133,0,Part-Time,Rural,No Criminal Background
60,0,0,3,0.027597269,0,Employed,Urban,No Criminal Background
33,0,1,3,0.415075117,0,Student,Rural,No Criminal Background
69,1,1,1,1,1,Part-Time,Urban,No Criminal Background
50,1,0,1,0.038440202,0,Part-Time,Rural,No Criminal Background
65,1,3,0,0.457954455,0,Part-Time,Rural,No Criminal Background
36,1,0,1,0.156158461,0,Unemployed,Rural,Criminal Background
38,1,0,0,0.416840659,0,Part-Time,Urban,No Criminal Background
39,0,3,0,0.922736743,1,Student,Urban,No Criminal Background
26,0,2,0,0.788184857,1,Unemployed,Urban,Criminal Background
26,0,2,2,0.850953579,0,Employed,Rural,No Criminal Background
26,0,1,4,0.460817432,0,Part-Time,Urban,No Criminal Background
44,0,2,4,1,0,Student,Rural,No Criminal Background
34,1,0,3,0.744725198,0,Student,Rural,No Criminal Background
61,0,3,0,0.560254282,1,Unemployed,Rural,Criminal Background
62,1,1,2,0.537345648,0,Employed,Rural,No Criminal Background
25,0,2,1,1,0,Unemployed,Rural,Criminal Background
33,1,0,1,0.665747421,1,Part-Time,Rural,Criminal Background
35,1,1,3,0.890037804,0,Employed,Rural,Criminal Background
50,1,3,3,0.437886986,0,Employed,Rural,No Criminal Background
18,1,2,0,0.223692765,0,Employed,Urban,No Criminal Background
29,1,0,0,0.873697845,0,Unemployed,Rural,Criminal Background
23,1,3,1,0.607823772,1,Student,Urban,Criminal Background
58,0,0,1,0.665908681,0,Unemployed,Rural,No Criminal Background
22,1,0,1,0.655221987,0,Student,Rural,No Criminal Background
33,1,0,1,0.27665533,0,Unemployed,Rural,No Criminal Background
35,0,3,4,0.916999206,0,Student,Rural,No Criminal Background
66,1,1,0,1,1,Student,Urban,No Criminal Background
35,0,0,0,0.980213459,0,Employed,Urban,Criminal Background
18,0,1,1,0.424295184,1,Student,Urban,Criminal Background
36,1,1,2,0.487206928,1,Part-Time,Urban,Criminal Background
25,1,2,1,0.8084023,1,Part-Time,Urban,No Criminal Background
20,0,2,3,0.654628844,1,Student,Urban,Criminal Background
42,1,1,2,0.690372199,0,Student,Rural,No Criminal Background
22,0,2,3,1,1,Student,Rural,Criminal Background
57,1,2,2,0.536024961,0,Student,Urban,No Criminal Background
36,0,1,3,0.679719057,0,Employed,Urban,Criminal Background
35,1,3,1,0.042018591,0,Part-Time,Urban,Criminal Background
67,1,2,1,0.072887807,0,Employed,Rural,No Criminal Background
48,0,2,2,0.008570456,0,Part-Time,Rural,No Criminal Background
50,0,3,3,1,0,Student,Rural,Criminal Background
64,0,3,4,0.471686592,0,Part-Time,Rural,Criminal Background
35,0,3,2,0.595307228,0,Part-Time,Rural,No Criminal Background
56,1,1,2,1,0,Unemployed,Urban,No Criminal Background
33,0,3,0,0.809231412,1,Unemployed,Rural,No Criminal Background
33,0,1,2,0.804542107,0,Student,Urban,Criminal Background
64,1,0,4,0.311361151,0,Employed,Rural,Criminal Background
55,1,0,1,0.95899463,0,Unemployed,Urban,No Criminal Background
58,0,3,3,0.210686985,0,Student,Rural,Criminal Background
24,1,3,0,0.055807072,0,Employed,Rural,No Criminal Background
31,0,0,3,0.25449716,0,Unemployed,Rural,Criminal Background
60,1,1,1,0.337348896,0,Part-Time,Rural,No Criminal Background
65,0,1,2,0.449975595,0,Unemployed,Rural,No Criminal Background
42,1,3,4,0.670513599,0,Student,Urban,Criminal Background
49,0,3,0,0.289325508,1,Unemployed,Rural,No Criminal Background
55,0,3,4,0.898771393,0,Unemployed,Rural,No Criminal Background
39,1,0,4,0.095688782,1,Employed,Rural,Criminal Background
33,1,2,4,0.154562584,1,Employed,Rural,Criminal Background
69,0,3,4,0.587688773,0,Part-Time,Rural,Criminal Background
46,0,1,1,1,1,Student,Rural,Criminal Background
33,1,2,4,0.902545968,1,Part-Time,Rural,No Criminal Background
29,1,1,4,1,0,Part-Time,Rural,No Criminal Background
34,1,2,1,0.785453471,0,Unemployed,Rural,No Criminal Background
54,1,0,3,0.743396353,0,Part-Time,Urban,No Criminal Background
44,1,2,1,0.625022999,0,Employed,Urban,No Criminal Background
42,1,1,2,0.784751843,0,Part-Time,Rural,Criminal Background
30,1,2,1,0.169923999,1,Student,Rural,Criminal Background
25,1,0,3,0.570925904,1,Part-Time,Rural,No Criminal Background
22,1,1,2,0.535090156,0,Student,Rural,Criminal Background
29,0,3,2,0.511130484,1,Student,Rural,Criminal Background
58,1,2,0,0.57596063,1,Part-Time,Urban,Criminal Background
20,1,1,4,0.161779176,0,Part-Time,Rural,Criminal Background
52,0,2,2,0.395436507,0,Part-Time,Urban,Criminal Background
50,0,0,2,0.080612667,0,Student,Rural,No Criminal Background
39,0,1,3,1,1,Employed,Rural,Criminal Background
67,0,3,2,0.157434854,1,Unemployed,Rural,No Criminal Background
61,0,3,3,0.298596073,0,Part-Time,Rural,No Criminal Background
26,0,2,4,1,0,Unemployed,Urban,No Criminal Background
58,1,0,0,0.530981051,1,Part-Time,Urban,No Criminal Background
35,0,0,0,0.164121014,1,Student,Urban,No Criminal Background
67,0,2,4,0.422653592,0,Student,Urban,Criminal Background
46,0,1,4,0.175887615,0,Unemployed,Urban,No Criminal Background
56,1,1,1,0.252272156,1,Employed,Rural,No Criminal Background
44,0,2,2,0.060094473,0,Student,Rural,No Criminal Background
53,1,1,2,0.604753942,0,Unemployed,Urban,Criminal Background
62,0,1,2,1,1,Student,Rural,Criminal Background
34,0,1,3,0.812153282,0,Part-Time,Rural,Criminal Background
51,1,2,1,0.732161956,1,Unemployed,Rural,Criminal Background
63,1,3,2,0.230671635,0,Unemployed,Urban,No Criminal Background
20,0,0,3,0.378283228,0,Part-Time,Urban,No Criminal Background
22,1,3,3,0.972028419,0,Unemployed,Urban,No Criminal Background
31,1,1,0,0.105427421,0,Part-Time,Urban,No Criminal Background
20,0,2,3,0.990909905,0,Employed,Rural,No Criminal Background
40,0,0,4,0.55866198,0,Part-Time,Rural,Criminal Background
56,0,1,3,1,0,Employed,Rural,No Criminal Background
47,1,0,4,0.383992751,1,Unemployed,Rural,Criminal Background
67,0,0,4,0.391363609,0,Part-Time,Rural,No Criminal Background
62,0,3,0,1,0,Unemployed,Rural,Criminal Background
40,1,1,0,0.941995408,0,Employed,Urban,Criminal Background
44,1,0,3,0.265239603,0,Student,Rural,Criminal Background
27,0,3,0,1,0,Student,Rural,No Criminal Background
42,1,2,0,0.088714609,0,Student,Rural,Criminal Background
30,0,0,2,0.079120922,1,Student,Rural,No Criminal Background
33,1,1,3,0.750335311,0,Student,Rural,No Criminal Background
58,0,2,3,0.795014845,0,Employed,Urban,Criminal Background
51,1,0,3,1,0,Student,Rural,Criminal Background
54,1,0,0,0.467712377,0,Student,Rural,Criminal Background
39,1,1,0,0.034902144,0,Unemployed,Urban,Criminal Background
34,1,0,4,0.602896339,1,Part-Time,Urban,No Criminal Background
40,0,1,1,0.401518685,0,Part-Time,Rural,No Criminal Background
53,1,1,1,0.545513373,0,Part-Time,Rural,No Criminal Background
66,0,1,1,0.644779717,0,Part-Time,Urban,Criminal Background
26,1,1,2,0.089414478,1,Employed,Rural,Criminal Background
69,1,0,0,0.485981785,0,Part-Time,Urban,Criminal Background
19,0,2,4,0.593223816,0,Unemployed,Urban,Criminal Background
49,1,2,4,0.712544265,0,Employed,Urban,No Criminal Background
67,1,3,1,0.677949207,1,Student,Rural,No Criminal Background
39,0,1,2,0.309273206,0,Unemployed,Urban,No Criminal Background
60,1,0,2,0.260765732,0,Unemployed,Urban,Criminal Background
30,0,0,1,0.289912136,1,Student,Rural,Criminal Background
25,1,3,1,0.17895044,0,Student,Urban,Criminal Background
18,1,2,0,0.75579518,0,Unemployed,Urban,Criminal Background
34,1,0,2,1,0,Employed,Rural,Criminal Background
29,0,3,4,0.753185133,1,Student,Rural,No Criminal Background
21,1,2,1,0.700717186,0,Part-Time,Rural,Criminal Background
30,1,0,0,0.49498798,0,Unemployed,Rural,No Criminal Background
48,1,1,4,0.452928795,1,Unemployed,Rural,Criminal Background
58,1,3,2,0.956627445,0,Student,Rural,No Criminal Background
24,1,0,1,1,0,Student,Rural,Criminal Background
40,1,3,1,0.573776483,1,Part-Time,Rural,Criminal Background
41,1,3,0,0.30471052,0,Part-Time,Rural,No Criminal Background
22,1,3,0,0.88949115,0,Part-Time,Rural,Criminal Background
22,1,1,2,0.183585112,0,Part-Time,Rural,Criminal Background
34,0,2,1,1,0,Unemployed,Rural,Criminal Background
47,1,2,0,0.859895793,1,Student,Rural,No Criminal Background
26,0,0,1,0.158690462,0,Employed,Rural,Criminal Background
23,0,1,2,1,0,Student,Urban,Criminal Background
42,0,2,1,1,1,Student,Rural,Criminal Background
36,1,0,4,1,0,Part-Time,Rural,Criminal Background
33,0,0,1,0.54563829,0,Part-Time,Urban,Criminal Background
38,0,3,3,0.342412169,0,Unemployed,Urban,No Criminal Background
19,0,1,3,0.768252251,0,Part-Time,Urban,No Criminal Background
27,1,2,2,0.50707011,0,Unemployed,Rural,No Criminal Background
33,0,1,2,0.299037432,0,Student,Urban,No Criminal Background
54,1,1,2,0.587215504,0,Student,Rural,Criminal Background
32,0,2,4,0.76679276,0,Student,Rural,Criminal Background
30,0,2,4,0.089705338,0,Unemployed,Urban,No Criminal Background
30,1,1,1,0.506128526,0,Unemployed,Urban,No Criminal Background
49,1,0,0,0.020464124,0,Unemployed,Urban,No Criminal Background
62,0,1,3,1,0,Part-Time,Rural,No Criminal Background
64,0,2,3,0.704760394,0,Employed,Urban,No Criminal Background
63,0,1,3,0.082727218,0,Part-Time,Urban,Criminal Background
25,1,2,1,0.96473756,0,Employed,Urban,No Criminal Background
60,1,0,1,0.024883713,0,Part-Time,Urban,Criminal Background
35,0,1,2,0.856622859,0,Student,Urban,Criminal Background
53,0,0,0,0.982104839,0,Unemployed,Urban,No Criminal Background
43,1,1,2,1,0,Part-Time,Urban,Criminal Background
27,1,1,1,0.047313487,1,Unemployed,Urban,Criminal Background
48,0,2,4,1,1,Part-Time,Rural,Criminal Background
50,1,3,2,0.918451672,0,Student,Urban,Criminal Background
46,0,2,1,0.745666763,0,Unemployed,Rural,No Criminal Background
22,1,1,1,0.636349823,0,Student,Urban,Criminal Background
30,0,3,4,0.057004112,1,Employed,Rural,Criminal Background
18,0,3,4,0.74641559,1,Unemployed,Rural,No Criminal Background
40,0,0,4,0.472832839,0,Part-Time,Rural,No Criminal Background
57,1,1,0,1,1,Unemployed,Urban,No Criminal Background
20,0,2,1,0.46648552,0,Employed,Rural,Criminal Background
20,0,3,4,0.868489449,0,Employed,Rural,No Criminal Background
24,1,3,0,0.101408146,1,Part-Time,Urban,Criminal Background
53,0,2,3,0.160872248,0,Student,Urban,No Criminal Background
52,0,2,3,0.185570061,1,Unemployed,Rural,Criminal Background
32,0,3,3,0.05007805,0,Student,Urban,No Criminal Background
57,1,2,1,0.541328859,0,Student,Urban,No Criminal Background
20,1,0,0,0.793967726,0,Part-Time,Urban,Criminal Background
46,1,3,0,0.737071528,0,Unemployed,Rural,No Criminal Background
47,1,0,3,0.60370263,0,Employed,Rural,No Criminal Background
56,0,1,2,0.898423585,0,Part-Time,Urban,Criminal Background
35,1,0,3,0.392290348,0,Student,Rural,No Criminal Background
28,1,2,1,0.361954072,0,Employed,Urban,No Criminal Background
60,1,3,3,0.314270098,1,Student,Urban,Criminal Background
66,0,0,3,0.99089958,0,Unemployed,Urban,Criminal Background
55,0,2,0,0.177804369,0,Student,Urban,No Criminal Background
57,0,2,3,0.015760589,0,Employed,Urban,No Criminal Background
18,1,0,4,0.719907209,0,Unemployed,Rural,Criminal Background
46,0,3,4,1,0,Part-Time,Urban,Criminal Background
27,0,0,2,0.703866144,0,Student,Rural,No Criminal Background
45,1,1,1,1,0,Unemployed,Urban,Criminal Background
48,0,0,1,0.851080247,0,Unemployed,Urban,No Criminal Background
36,1,0,0,0.574539335,0,Part-Time,Rural,No Criminal Background
20,1,3,1,0.754312022,1,Part-Time,Rural,Criminal Background
53,0,0,2,0.951840263,0,Employed,Rural,Criminal Background
60,1,2,4,0.27136346,1,Unemployed,Rural,Criminal Background
32,1,3,0,0.386550053,0,Unemployed,Urban,Criminal Background
50,1,2,4,0.223725733,0,Employed,Urban,No Criminal Background
58,1,3,2,0.474781603,0,Student,Rural,Criminal Background
60,1,1,0,1,1,Unemployed,Rural,No Criminal Background
68,1,1,3,0.500205089,0,Unemployed,Rural,No Criminal Background
62,0,1,1,0.519011108,0,Student,Rural,No Criminal Background
43,1,0,2,0.903385596,0,Part-Time,Rural,No Criminal Background
33,1,1,0,0.649371657,0,Part-Time,Rural,No Criminal Background
53,1,3,4,0.56222145,1,Part-Time,Rural,Criminal Background
50,1,1,0,1,1,Employed,Rural,Criminal Background
37,0,3,3,0.593537352,1,Student,Urban,No Criminal Background
30,0,2,2,0.749713288,0,Part-Time,Urban,Criminal Background
50,1,0,0,0.089926899,1,Employed,Rural,Criminal Background
22,0,2,2,0.196494884,0,Student,Urban,No Criminal Background
54,1,2,2,0.424595011,0,Part-Time,Rural,No Criminal Background
31,1,1,4,0.682877914,1,Unemployed,Urban,Criminal Background
44,1,1,1,1,0,Unemployed,Rural,No Criminal Background
40,1,1,3,1,0,Part-Time,Urban,Criminal Background
31,0,2,0,1,0,Part-Time,Rural,Criminal Background
57,0,0,1,0.381874591,0,Employed,Urban,No Criminal Background
21,1,0,4,1,0,Unemployed,Urban,Criminal Background
56,1,2,1,0.723807908,0,Student,Rural,Criminal Background
69,0,0,2,0.432234141,1,Part-Time,Urban,No Criminal Background
36,0,2,2,0.84902665,1,Student,Urban,No Criminal Background
64,1,2,3,0.01652273,1,Part-Time,Urban,Criminal Background
21,0,0,0,0.184885673,0,Unemployed,Urban,No Criminal Background
47,1,3,0,0.871169997,1,Part-Time,Rural,Criminal Background
36,0,3,4,0.745637551,1,Student,Rural,No Criminal Background
48,0,1,3,0.580489934,0,Unemployed,Rural,No Criminal Background
48,0,0,0,0.605806635,0,Part-Time,Urban,Criminal Background
26,0,1,2,1,0,Unemployed,Rural,Criminal Background
30,1,2,3,0.631578109,0,Employed,Urban,Criminal Background
31,1,3,1,0.398149284,0,Student,Urban,No Criminal Background
63,0,0,3,0.132359323,0,Part-Time,Urban,Criminal Background
27,1,0,3,0.308434142,0,Part-Time,Rural,No Criminal Background
65,0,0,0,1,0,Part-Time,Rural,No Criminal Background
48,0,3,4,0.529209306,0,Student,Urban,Criminal Background
54,1,1,4,0.566207357,1,Employed,Urban,Criminal Background
40,1,3,0,0.523527934,1,Student,Rural,No Criminal Background
44,1,1,0,1,0,Part-Time,Urban,Criminal Background
23,0,2,0,0.664321113,0,Student,Urban,No Criminal Background
43,1,2,4,0.728360888,0,Part-Time,Rural,No Criminal Background
19,1,1,0,0.53972717,0,Student,Rural,No Criminal Background
62,1,2,1,0.033450761,0,Unemployed,Urban,Criminal Background
30,1,2,1,0.97752156,1,Student,Rural,No Criminal Background
68,0,0,2,1,0,Part-Time,Urban,No Criminal Background
67,0,0,1,1,1,Part-Time,Urban,Criminal Background
36,0,3,3,1,1,Student,Rural,Criminal Background
18,0,3,2,0.986442749,0,Student,Urban,Criminal Background
57,0,3,1,0.909314704,0,Unemployed,Rural,No Criminal Background
49,0,0,3,0.975408956,0,Employed,Rural,Criminal Background
39,0,3,1,0.693630906,0,Employed,Rural,No Criminal Background
65,1,3,3,0.169977562,0,Unemployed,Urban,No Criminal Background
46,0,0,0,0.451856981,1,Employed,Rural,No Criminal Background
19,0,1,3,1,1,Employed,Urban,Criminal Background
57,0,0,0,0.386251595,1,Part-Time,Urban,No Criminal Background
55,0,1,3,1,0,Part-Time,Rural,No Criminal Background
65,1,0,3,0.102532618,0,Part-Time,Urban,Criminal Background
28,0,3,1,0.385982338,0,Student,Rural,No Criminal Background
34,0,2,3,0.40535109,0,Student,Rural,Criminal Background
68,1,2,1,0.05418267,0,Employed,Rural,Criminal Background
60,0,1,3,0.157204516,0,Student,Urban,Criminal Background
25,0,1,4,0.294499681,0,Part-Time,Rural,Criminal Background
39,0,1,2,1,1,Student,Rural,No Criminal Background
21,0,2,1,0.073229298,1,Employed,Rural,No Criminal Background
28,0,1,1,0.39428519,0,Part-Time,Urban,No Criminal Background
25,0,0,0,0.011192503,1,Employed,Urban,No Criminal Background
26,0,0,4,0.803450046,0,Student,Rural,Criminal Background
43,1,2,0,0.749015981,0,Unemployed,Rural,No Criminal Background
19,1,0,4,0.778816081,1,Unemployed,Rural,Criminal Background
33,0,1,4,0.543603803,0,Part-Time,Urban,No Criminal Background
48,1,2,3,0.208267821,1,Employed,Urban,No Criminal Background
23,0,1,0,1,0,Unemployed,Urban,Criminal Background
38,1,0,2,0.979424831,1,Unemployed,Rural,No Criminal Background
43,0,1,4,0.201249375,1,Part-Time,Urban,No Criminal Background
36,1,2,4,0.511170899,0,Part-Time,Rural,Criminal Background
45,0,1,1,0.3283047,0,Employed,Urban,No Criminal Background
25,1,0,3,0.223287938,0,Unemployed,Rural,No Criminal Background
31,1,3,2,0.734325313,0,Employed,Urban,No Criminal Background
41,0,2,4,0.651097292,0,Employed,Urban,Criminal Background
65,0,1,1,0.285364639,1,Part-Time,Urban,Criminal Background
61,1,2,0,0.310000011,0,Employed,Urban,No Criminal Background
54,1,1,4,1,1,Student,Rural,No Criminal Background
43,0,3,1,1,1,Employed,Rural,No Criminal Background
48,1,0,0,1,0,Unemployed,Rural,Criminal Background
68,0,1,3,0.607215968,0,Employed,Urban,No Criminal Background
49,1,1,0,0.785997153,0,Student,Rural,Criminal Background
67,1,3,4,0.37676774,0,Student,Urban,Criminal Background
58,0,2,2,0.108136214,0,Unemployed,Urban,No Criminal Background
19,0,0,0,0.507352678,0,Unemployed,Urban,Criminal Background
42,0,1,2,0.823257324,0,Employed,Rural,Criminal Background
69,1,1,2,0.344573125,0,Student,Urban,Criminal Background
61,1,0,0,0.847950575,1,Student,Urban,Criminal Background
19,1,3,3,0.166210175,1,Employed,Urban,Criminal Background
59,0,2,0,0.464418298,0,Unemployed,Urban,No Criminal Background
18,1,0,1,0.131149101,0,Student,Rural,Criminal Background
53,1,2,2,0.425073741,1,Employed,Rural,Criminal Background
29,0,3,4,0.052680128,1,Unemployed,Rural,Criminal Background
26,1,3,2,0.314794551,0,Employed,Rural,Criminal Background
53,1,0,4,0.532276603,0,Unemployed,Rural,Criminal Background
58,0,1,1,0.725855021,0,Unemployed,Urban,No Criminal Background
45,0,3,1,0.627969294,0,Student,Rural,No Criminal Background
55,0,3,1,0.317614755,0,Part-Time,Rural,Criminal Background
50,0,0,0,0.604112741,0,Student,Rural,No Criminal Background
59,0,0,2,0.646690372,0,Employed,Rural,Criminal Background
63,0,0,4,0.419963496,0,Unemployed,Rural,No Criminal Background
39,0,3,1,0.913220364,0,Student,Urban,No Criminal Background
